0;�
1;0,15853
2;-1,11149
3;0,05739
4;3,38076
5;5,07057
6;1,90116
7;-4,41027
8;-7,75276
9;-3,56723
10;5,5661
11;11,11294
12;6,54138
13;-5,36847
14;-13,78226
15;-9,67446
16;4,68078
17;16,41325
18;13,583
19;-2,78621
20;-18,20083
21;-17,51472
22;0,24704
23;19,5129
24;21,78145
25;3,35429
26;-19,78292
27;-25,7803
28;-7,54513
29;19,28411
30;29,67828
